Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
155256,3/15/2019,Trash Collection Complaint,Customer very upset that when the crew empties his trash they are throwing the cart and it ends up in the creek that runs along side his house.  Caller would like this corrected,"461 Hickory Glade Dr, Nashville, TN 37013, United States",37013,,,30,1760665.83,629897.9623
155291,3/15/2019,Trash - Curbside/Alley Missed Pickup,It would be nice to have consistent service for our trash service for the backdoor collection.,"1726 Sprucedale Dr, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1787439.848,620806.9341
155509,3/18/2019,Trash - Curbside/Alley Missed Pickup,Only service one side of road/for trash pickup. Friday. Curb,"4016 Alicia Ln, Nashville, TN 37013, United States",37013,RED RIVER,3505,29,1787450.768,634973.184
155527,3/18/2019,Trash - Curbside/Alley Missed Pickup,Trash/miss pickup Friday {Alley} rear,"1736 Sprucedale Dr, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1787407.556,620925.1629
155535,3/18/2019,Trash - Curbside/Alley Missed Pickup,Friday's trash miss pickup {town homes} in the back.,"1722 Sprucedale Dr, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1787441.585,620771.6924
155543,3/18/2019,Trash - Curbside/Alley Missed Pickup,missed one side of the road on last thursday,"2832 Louise Russell Dr, Nashville, TN 37013, United States",37013,RED RIVER,3505,29,1787240.719,635224.4032
155566,3/18/2019,Trash - Curbside/Alley Missed Pickup,"Cul de sac trash/missed last Friday, {check for others}","1208 Elkader Ct N, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1790835.345,636337.3102
155592,3/18/2019,Trash Collection Complaint,trash was falling from trash truck and they didn't pick it up several houses on this street  wants to know what happened,"3009 Wilford Pack Ct, Nashville, TN 37013, United States",37013,RED RIVER,3505,29,1786787.085,634195.4984
155600,3/18/2019,Trash - Curbside/Alley Missed Pickup,missed trash,1714 sprucedale dr,37013,RED RIVER,4510,32,1787421.445,620665.0947
155688,3/18/2019,Trash - Curbside/Alley Missed Pickup,1 cart. the entire street was missed,"4501 Hunters Green Cir, Nashville, TN 37013, United States",37013,RED RIVER,4501,28,1772833.413,634888.9443
155807,3/18/2019,Trash - Curbside/Alley Missed Pickup,"Trash/miss last Friday, out night before.","712 Dover Glen Dr, Nashville, TN 37013, United States",37013,RED RIVER,4501,28,1776801.132,634944.5573
155854,3/18/2019,Trash Collection Complaint,trash truck hit her mailbox and needs fixed her husband spoke with driver and he told them to call,"3130 Justin Towne Ct, Nashville, TN 37013, United States",37013,RED RIVER,3501,29,1788369.87,635664.4988
155873,3/18/2019,Trash Collection Complaint,driver came at 9pm and he was so full trash is all over the street driver needs to do a better drive,"3033 Wilford Pack Ct, Nashville, TN 37013, United States",37013,RED RIVER,3505,29,1786271.399,634209.6011
155919,3/18/2019,Trash - Curbside/Alley Missed Pickup,cart missed trash/last Friday,1708 sprucedale dr,37013,RED RIVER,4510,32,1787419.658,620588.3129
155952,3/18/2019,Trash - Curbside/Alley Missed Pickup,"We had missed pickups at the following (10) occupied new construction homes in the Mountain Springs subdivision/zip 37013. 5005 Mountain Springs Road.
5023 Mountain Springs Road.5027 Mountain Springs Road.5007 Mountain Springs Road.5009 Mountain Springs Road.5011 Mountain Springs Road
5015 Mountain Springs Road.5019 Mountain Springs Road
5021 Mountain Springs Road","5005 Mountain Springs Rd, Antioch, Tennessee, 37013",37013,RED RIVER,4510,32,1787837.321,623558.047
156043,3/19/2019,Trash - Curbside/Alley Missed Pickup,Cul de sac {all missed} last Friday.,"4525 Hunters Green Cir, Nashville, TN 37013, United States",37013,RED RIVER,4501,28,1772550.314,635037.8122
156094,3/19/2019,Trash Collection Complaint,Trash/crew dump the whole cart in the street and litter. Wants this to be reported.,"3009 WILFORD PACK CT, 37013",37013,RED RIVER,3505,29,1786787.085,634195.4984
156189,3/19/2019,Trash - Curbside/Alley Missed Pickup,Missed- Trash. Entire street missed,4509 Hunters Green Cir,37013,RED RIVER,4501,28,1772709.47,634899.2299
156548,3/19/2019,Trash - Backdoor,miss,"4221 Shagbark Trail, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1785327.167,622722.2572
156740,3/20/2019,Trash - Curbside/Alley Missed Pickup,Friday's trash miss pickup {town homes} in the back.. Previous ticket said picked up on 03/19/2019 and cart still out and still full.,"1722 Sprucedale Dr, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1787441.585,620771.6924
157315,3/20/2019,Trash - Curbside/Alley Missed Pickup,This is to open back up Request Number: 00155291.  My trash was not picked up today nor was the trash of several of my neighbors within the community.,"1726 Sprucedale Dr, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1787439.848,620806.9341
157736,3/21/2019,Trash - Curbside/Alley Missed Pickup,cart still out,"267 Delvin Ct, Nashville, TN 37013, United States",37013,RED RIVER,3403,27,1761561,626781.6003
157950,3/21/2019,Trash - Curbside/Alley Missed Pickup,trash missed for a few houses on the street,"14881 Old Hickory Blvd, Nashville, TN 37013, United States",37013,RED RIVER,4403,31,1760997.8,623070.4018
158061,3/22/2019,Trash Collection Complaint,where do they set the carts some are in rear some are in front,1718 Sprucedale Dr,37013,RED RIVER,4510,32,1787434.119,620716.3089
158274,3/22/2019,Trash Collection Complaint,"file complaint, puddle of oil or some sort of red pink liquid,  they want that clean up asap and they walk there animals. Leaking out of trash/truck. all other the streets of Nashville, clean up all of Town Village {upset} 2nd time calling {see sweeper come by but they did not come close enough to the oil spot, she wants it clean up and washed.","3124 Towne Village Rd, Nashville, TN 37013, United States",37013,RED RIVER,3504,33,1788695.399,633403.2017
158533,3/22/2019,Trash - Backdoor,This is the second week my trash has not been picked up.  Getting to be a regular request.   My Curby was picked up but not my trash.,"760 Bell Rd, Nashville, TN 37013, United States",37013,RED RIVER,4504,32,1778376.999,626745.6008
158603,3/22/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"916 Birchmill Pt S, Antioch, Tennessee, 37013",37013,RED RIVER,4510,32,1786462.323,618530.8002
158617,3/22/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1405 Rugosa Ct, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1792988.646,633626.2592
158642,3/22/2019,Trash - Curbside/Alley Missed Pickup,entire street missed,"2844 LERA JONES DR, 37013",37013,RED RIVER,3505,29,1785673.798,635768.8011
158645,3/22/2019,Trash - Curbside/Alley Missed Pickup,1 cart. Entire street missed,"2828 Lera Jones Dr, Nashville, TN 37013, United States",37013,RED RIVER,3505,29,1785465,635941.6001
158662,3/22/2019,Trash - Curbside/Alley Missed Pickup,I had my trash can out coming out of the trash can was an old tarp however I rode around me neighborhood and there were people with would overflowing trash cans so I'm not sure why those were picked up but mine wasn't I purposely rode around and looked at others trash cans and based on what I saw there's no reason why they pick there's up and did not pick up mine,"909 Kalvesta Ct, Antioch, Tennessee, 37013",37013,RED RIVER,3502,33,1791200.301,635537.6604
158747,3/23/2019,Trash - Curbside/Alley Missed Pickup,Entire street missed (as usual). Tell Josh that the contractor has had plenty of time to get enough people to do the job. Time to fire them.,"12546 Old Hickory Blvd, Nashville, TN 37013, United States",37013,RED RIVER,4510,33,1789761.8,620427.2005
158940,3/25/2019,Trash - Curbside/Alley Missed Pickup,Trash/miss Friday. Curb {Check for others},"3285 Anderson Rd, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1789261.799,636156.8
159068,3/25/2019,Trash - Curbside/Alley Missed Pickup,miss,"3353 Milbridge Dr, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1796187.32,637945.6131
159107,3/25/2019,Trash - Curbside/Alley Missed Pickup,Curb trash missed pickup last Thursday,"184 Tusculum Rd, Nashville, TN 37013, United States",37013,RED RIVER,3403,30,1763070.598,627422.4013
159117,3/25/2019,Trash Collection Complaint,Missed backdoor trash. caller states she has to call every other week.,"2468 Una Antioch Pike, Nashville, TN 37013, United States",37013,RED RIVER,4505,28,1773639.399,631458.4011
159242,3/25/2019,Trash - Curbside/Alley Missed Pickup,entire street was missed,"309 Paddington Ct, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1796339.76,633598.8692
159323,3/25/2019,Trash - Curbside/Alley Missed Pickup,truck skipped the neighborhood,305 paddington ct,37013,RED RIVER,3503,33,1796354.149,633542.7101
159421,3/26/2019,Trash - Curbside/Alley Missed Pickup,didn't get this street,"308 Paddington Ct, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1796391.589,633655.0205
160542,3/27/2019,Trash Collection Complaint,"leaving liquid oil and such and compacting on the streets, they look bad and smelly. Take care of this matter.","3919 Parks Retreat Dr, Nashville, TN 37013, United States",37013,RED RIVER,4210,33,1793318.321,619846.8287
160700,3/28/2019,Trash - Curbside/Alley Missed Pickup,Put in missed request for entire street. Mine was not picked up.,"12546 Old Hickory Blvd, Nashville, TN 37013, United States",37013,RED RIVER,4510,33,1789761.8,620427.2005
161289,3/28/2019,Trash - Curbside/Alley Missed Pickup,Missed 14881 & 14885 old hickory blvd carts are all out together,14885 old hickory blvd,37013,,,31,1760854.599,622884.8003
161658,3/29/2019,Trash - Curbside/Alley Missed Pickup,miss,"4745 Colemont Pl, Nashville, TN 37013, United States",37013,RED RIVER,3404,30,1763896.999,629878.4003
161706,3/29/2019,Trash Collection Complaint,"file complaint, puddle of oil or some sort of red pink liquid,  they want that clean up asap and they walk there animals. Leaking out of trash/truck. all other the streets of Nashville, clean up all of Town Village {upset} Previous ticket states the fluid was cleaned up on 03/19/19. She is sending in pictures to Stacy because it was not cleaned up.  Truck is still leaking the same fluid today.  Requesting supervisor call back also.","3124 Towne Village Rd, Nashville, TN 37013, United States",37013,RED RIVER,3504,33,1788695.399,633403.2017
161824,3/29/2019,Trash - Curbside/Alley Missed Pickup,MISSED,"4749 Colemont Pl, Nashville, TN 37013, United States",37013,RED RIVER,3404,30,1763883.399,629812.8005
161881,3/29/2019,Trash - Curbside/Alley Missed Pickup,"MISSED- TRASH AGAIN , CALLER IS AT A DEAD END...CART IS VISIBLE FROM THE ROAD.",5135 Hickory Hollow Pkwy,37013,RED RIVER,4504,32,1771717.295,625521.535
161889,3/29/2019,Trash - Curbside/Alley Missed Pickup,miss,"3436 Towne Village Rd, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1791306.598,634503.2013
161905,3/29/2019,Trash - Curbside/Alley Missed Pickup,customer says missed trash pickup for the street,3402 SHAKERVILLE CT,37013,RED RIVER,3502,33,1790915.414,637226.1743
161911,3/29/2019,Trash - Curbside/Alley Missed Pickup,the entire street was missed,"4028 Lancashire Dr, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1791721.138,636318.3201
161913,3/29/2019,Trash - Curbside/Alley Missed Pickup,"Trash/miss Friday, Others missed on the street.","3585 Gondola Dr, Nashville, TN 37013, United States",37013,,,33,1791482.621,637625.7904
161926,3/29/2019,Trash - Curbside/Alley Missed Pickup,miss,"1213 Quaise Moor E, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1792018.369,633505.6005
161938,3/29/2019,Trash - Curbside/Alley Missed Pickup,Missed Trash- several missed on the street.,"3108 Kennebeck Pl, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1795139.502,636834.8294
161939,3/29/2019,Trash - Curbside/Alley Missed Pickup,MISSED...NEIGHBORS MISSED,"609 Waterford Ct, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1796141.518,637302.9125
161940,3/29/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3813 Hillshire Dr, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1791753.552,636979.8941
161952,3/29/2019,Trash Collection Complaint,"Driver who serviced this route on March 29 pulled into multiple driveways to maneuver his truck in a culdisac, running into power lines that run over the driveways. Also, picked up two carts at once, damaging them in the process. In addition, the driver leaves multiple cans lying on their side in the road, blocking traffic.","Gondola Dr, Nashville, TN 37013, United States",37013,,,33,1790638.455,637392.1784
161953,3/29/2019,Trash - Curbside/Alley Missed Pickup,"I placed my trashed out when I left home this morning at 6:55am. I returned at 5:30pm and my trash had not been picked up but my neighbors' trash had. Based on my home security camera, the truck passed my house at 5pm.","762 Pippin Dr, Antioch, TN 37013, USA",37013,RED RIVER,4504,28,1775551.461,629581.8023
161956,3/29/2019,Trash - Curbside/Alley Missed Pickup,Got home at 6:30pm trash still in can,"3617 Arcadia Cir, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1791449.203,634252.5559
161970,3/30/2019,Trash - Curbside/Alley Missed Pickup,"The truck came through the neighborhood very late (8PMish), but skipped the 4 homes on my cul de sac.","605 Waterford Ct, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1796139.618,637364.3094
162034,3/30/2019,Trash - Curbside/Alley Missed Pickup,It was after 7pm on Friday March 28th that I saw the garbage truck still out two streets over. I came home late and left early today on Saturday March 29th and noticed something was wrong with how the garbage truck collected trash. All Lera Jones on my end and side were not collected. The street on Brantly on one side was not collected. Then as I turned onto Mossdale Rd were I saw the truck out late last night it looked like the truck only picked up trash from every other house. Something is terrible wrong in how they pick up trash on friday. My trash is currently full and I might have to take it myself somewhere.  They have been coming later and later lately now not even picking it up at all. Not good!,"2929 Lera Jones Dr, Nashville, TN 37013, United States",37013,RED RIVER,3505,29,1786855.75,634534.7803
162318,4/1/2019,Trash - Curbside/Alley Missed Pickup,Missed Trash cart still out,5727 mt view rd,37013,RED RIVER,4504,32,1782592.199,623822.0212
162740,4/1/2019,Trash - Curbside/Alley Missed Pickup,Missed  trash- others missed,"604 Waterford Ct, Antioch, Tennessee, 37013",37013,RED RIVER,3502,33,1796007.955,637340.3051
163528,4/3/2019,Trash - Curbside/Alley Missed Pickup,Put in missed request for entire street. Mine was not picked up.,"12546 Old Hickory Blvd, Nashville, TN 37013, United States",37013,RED RIVER,4510,33,1789761.8,620427.2005
163604,4/3/2019,Trash - Curbside/Alley Missed Pickup,"Pick up on the street did not occur until approx. 9pm Friday, March 29th. My container and the one next door at 3421 Country Hill Road were skipped as the truck emptied containers on either side and across the street.","3417 Country Hill Rd, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1789627.056,636385.1605
164032,4/3/2019,Trash Collection Complaint,trash truck took cart,"108 Stone Bridge Ct, Nashville, TN 37013, United States",37013,RED RIVER,3504,33,1788301.579,633367.2022
164066,4/3/2019,Trash - Curbside/Alley Missed Pickup,2nd Request / 2nd Report same issue. On Friday March 29 my trash was not picked-up per standard schedule.  The whole cul-de-sac was missed.  I called on Monday April 1 to report the issue and it was noted and was told they will come pick it up.  Today is Wednesday April 3 @ 4:00PM and my trash is still not picked up.  My trash can is still on the curbside full of trash. Next trash pick up is on Friday and I do not have anywhere to put my new trash because last week's trash is till inside the trash can. What's going on? Can you please send someone to get it today?,"612 Chestwick Ct, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1796872.21,633062.3408
164136,4/3/2019,Trash Collection Complaint,a missed ticket was submitted and it was closed saying that the customer's cart was not out. cust called in stating that she has it on camera that her cart was out and that it is not cool for us to lie and say the cart wasn't out when it was out,"762 Pippin Dr, Antioch, TN 37013, USA",37013,,,28,1775551.461,629581.8023
164303,4/4/2019,Trash - Backdoor,missed for the past 2 weeks,"849 Richards Rd, Nashville, TN 37013, United States",37013,RED RIVER,4505,28,1769004.124,632230.8291
